locus	mu	sd	n
chr1-154030166-154030213	1.3907155657018389	0.2786049924872968	150
chr1-154098098-154098214	1.3905199435027225	0.2811819287303103	150
chr1-154161607-154161657	1.3915838220598569	0.28298226304438806	150
chr1-154617961-154617997	1.3904493646158633	0.2793416296556143	150
chr1-15466112-15466150	1.3985547775973997	0.2970814679507809	150
chr1-154957507-154957540	1.3904493646158633	0.2793416296556143	150
chr1-155038176-155038223	1.390144949755896	0.2794507948305276	150
chr1-155081237-155081308	1.3990490287213122	0.29711212242877383	150
chr1-155244788-155244817	1.3907155657018389	0.2786049924872968	150
chr1-155274225-155274250	1.3910061881322096	0.27677626102066466	150
chr1-15552368-15552393	1.3904493646158633	0.2793416296556143	150
chr1-155643951-155643976	1.390144949755896	0.2794507948305276	150
chr1-155987530-155987559	1.390144949755896	0.2794507948305276	150
chr1-156201007-156201034	1.3907155657018389	0.2786049924872968	150
chr1-156368497-156368537	1.390144949755896	0.2794507948305276	150
chr1-156528911-156528936	1.4132478917044284	0.32733562076571937	150
chr1-156743949-156743985	1.3904493646158633	0.2793416296556143	150
chr1-157591649-157591679	1.390144949755896	0.2794507948305276	150
chr1-157815940-157815975	1.3894094427730124	0.2775710989487154	150
chr1-15785403-15785452	1.390144949755896	0.2794507948305276	150
chr1-15825237-15825262	1.389799508383934	0.27888375837620966	150
chr1-15870646-15870681	1.3894094427730124	0.2775710989487154	150
chr1-158712327-158712352	1.3890945026206731	0.276090876858147	150
chr1-159525700-159525733	1.3905199435027225	0.2811819287303103	150
chr1-159708494-159708547	1.3950318944392184	0.2868278460713208	150
chr1-161021757-161021850	1.4004134824276437	0.30201030587942146	150
chr1-161035658-161035704	1.3910061881322093	0.2767762610206646	150
chr1-161214174-161214201	1.3890945026206731	0.276090876858147	150
chr1-161309452-161309480	1.3960792324191023	0.2906838074365558	150
chr1-1613427-1613479	1.3904493646158633	0.2793416296556143	150
chr1-161782156-161782200	1.390144949755896	0.2794507948305276	150
chr1-161798979-161799004	1.3907155657018389	0.2786049924872968	150
chr1-162019545-162019782	1.390144949755896	0.2794507948305276	150
chr1-162052671-162052704	1.3890945026206731	0.276090876858147	150
chr1-162452822-162452863	1.3904493646158633	0.2793416296556143	150
chr1-162906257-162906370	1.3983486606492794	0.29227732019037983	150
chr1-163371496-163371532	1.3897995083839343	0.27888375837620977	150
chr1-163518044-163518072	1.390144949755896	0.2794507948305276	150
chr1-163981263-163981288	1.3890945026206731	0.276090876858147	150
chr1-164453569-164453633	1.3951783270343079	0.29117348090837486	150
chr1-16463121-16463270	1.3890945026206731	0.276090876858147	150
chr1-164839428-164839598	1.390144949755896	0.2794507948305276	150
chr1-16492643-16492746	1.3912308826414295	0.28241059787650086	150
chr1-165328975-165329009	1.3910061881322096	0.27677626102066466	150
chr1-165475010-165475062	1.3927311499398858	0.2865351324784957	150
chr1-165777344-165777377	1.3939489213917167	0.2838223644250869	150
chr1-165830864-165830896	1.3928078199758478	0.2827544626978423	150
chr1-165950901-165950947	1.3909457241252854	0.27727295063084845	150
chr1-166262920-166262960	1.400061220156975	0.302321701820493	150
chr1-166272972-166273004	1.3910061881322093	0.2767762610206646	150
chr1-16652509-16652564	1.3904493646158633	0.2793416296556143	150
chr1-166610695-166610732	1.390144949755896	0.2794507948305276	150
chr1-16664378-16664411	1.3929035241454175	0.2781069403598238	150
chr1-166663090-166663132	1.3904493646158633	0.2793416296556143	150
chr1-167867235-167867263	1.3894094427730124	0.2775710989487154	150
chr1-168065371-168065398	1.3907155657018389	0.2786049924872968	150
chr1-168315054-168315080	1.3910889846462862	0.2803336823482735	150
chr1-16852326-16852351	1.389799508383934	0.27888375837620966	150
chr1-16894034-16894081	1.389799508383934	0.27888375837620966	150
chr1-16900360-16900392	1.3909457241252854	0.27727295063084845	150
chr1-169041719-169041759	1.3930793652409565	0.28719170815057843	150
chr1-169160036-169160068	1.3907155657018389	0.2786049924872968	150
chr1-16967353-16967381	1.3904493646158633	0.2793416296556143	150
chr1-169704184-169704227	1.390144949755896	0.2794507948305276	150
chr1-169779975-169780011	1.392151579192297	0.2821166734166553	150
chr1-169820121-169820147	1.390144949755896	0.2794507948305276	150
chr1-169991082-169991108	1.3910061881322096	0.27677626102066466	150
chr1-170905123-170905165	1.390144949755896	0.2794507948305276	150
chr1-171014113-171014160	1.3904493646158633	0.2793416296556143	150
chr1-171261517-171261543	1.3958421369860676	0.2919426247117296	150
chr1-171453208-171453234	1.3907155657018389	0.2786049924872968	150
chr1-171627317-171627377	1.3907155657018389	0.2786049924872968	150
chr1-173803862-173803936	1.3974855381962479	0.2913787798675261	150
chr1-173908666-173908693	1.3904493646158633	0.2793416296556143	150
chr1-173945035-173945072	1.392151579192297	0.2821166734166553	150
chr1-174131891-174131941	1.390144949755896	0.2794507948305276	150
chr1-174333381-174333410	1.3907155657018389	0.2786049924872968	150
chr1-174559261-174559289	1.3915838220598569	0.28298226304438806	150
chr1-174732788-174732826	1.389799508383934	0.27888375837620966	150
chr1-174753149-174753176	1.3907155657018389	0.2786049924872968	150
chr1-174788325-174788351	1.3904493646158633	0.2793416296556143	150
chr1-174823853-174823898	1.3929842489316784	0.28532792153222597	150
chr1-174894996-174895043	1.3912776938647569	0.28309110069540944	150
chr1-175016471-175016515	1.389799508383934	0.27888375837620966	150
chr1-175078208-175078235	1.3894094427730124	0.2775710989487154	150
chr1-175081734-175081771	1.3904493646158633	0.2793416296556143	150
chr1-175284934-175284982	1.3904493646158633	0.2793416296556143	150
chr1-175371449-175371474	1.390144949755896	0.2794507948305276	150
chr1-17594993-17595020	1.3910061881322096	0.27677626102066466	150
chr1-175967199-175967231	1.3910061881322093	0.2767762610206646	150
chr1-176960549-176960594	1.3961867429185446	0.2900533673950891	150
chr1-177567976-177568007	1.3907155657018389	0.2786049924872968	150
chr1-177609092-177609119	1.3904493646158633	0.2793416296556143	150
chr1-178082646-178082700	1.390144949755896	0.2794507948305276	150
chr1-17811448-17811474	1.3904493646158633	0.2793416296556143	150
chr1-178228257-178228283	1.390144949755896	0.2794507948305276	150
chr1-17840621-17840652	1.389799508383934	0.27888375837620966	150
chr1-178574900-178574926	1.389799508383934	0.27888375837620966	150
chr1-178664622-178665527	1.3918461023090802	0.2822373834839179	150
chr1-180429102-180429127	1.389799508383934	0.27888375837620966	150
chr1-180664544-180664577	1.3907155657018389	0.2786049924872968	150
chr1-180683485-180683538	1.3907155657018389	0.2786049924872968	150
chr1-18073077-18073131	1.3904493646158633	0.2793416296556143	150
chr1-180992164-180992281	1.3904493646158633	0.2793416296556143	150
chr1-181230267-181230351	1.389799508383934	0.27888375837620966	150
chr1-181649241-181649270	1.3910061881322093	0.2767762610206646	150
chr1-181655411-181655439	1.3890945026206731	0.276090876858147	150
chr1-181829435-181829471	1.390144949755896	0.2794507948305276	150
chr1-182071914-182071945	1.390144949755896	0.2794507948305276	150
chr1-182142669-182142698	1.3890945026206731	0.276090876858147	150
chr1-182281146-182281192	1.3909244610819096	0.28251446377629047	150
chr1-182709666-182709708	1.3890945026206731	0.276090876858147	150
chr1-182799940-182799966	1.3910061881322093	0.2767762610206646	150
chr1-182893807-182893935	1.3907155657018389	0.2786049924872968	150
chr1-183125760-183125810	1.3894094427730124	0.2775710989487154	150
chr1-183234393-183234421	1.390144949755896	0.2794507948305276	150
chr1-183348182-183348244	1.390144949755896	0.2794507948305276	150
chr1-18375704-18376124	1.3907155657018389	0.2786049924872968	150
chr1-18376030-18376484	1.3970213454374587	0.2933069812689949	150
chr1-184091850-184091875	1.3907155657018389	0.2786049924872968	150
chr1-184183558-184183666	1.3894094427730124	0.2775710989487154	150
chr1-18448656-18448711	1.390144949755896	0.2794507948305276	150
chr1-184947327-184947353	1.390144949755896	0.2794507948305276	150
chr1-185045400-185045440	1.3912776938647569	0.28309110069540944	150
chr1-185608439-185608469	1.3904493646158633	0.2793416296556143	150
chr1-185767097-185767128	1.3909974077945988	0.28387981222178876	150
chr1-18580851-18580885	1.3960792324191023	0.2906838074365558	150
chr1-18599825-18600014	1.4003845285339696	0.3000898409555007	150
chr1-186633194-186633231	1.3904493646158633	0.2793416296556143	150
chr1-187572818-187572899	1.394415085334136	0.2863379904511682	150
chr1-187832663-187832705	1.3913714555404324	0.2784059854873161	150
chr1-188038555-188038583	1.3910061881322093	0.2767762610206646	150
chr1-18805164-18805217	1.3933264043611457	0.28620401609902296	150
chr1-188513315-188513361	1.3907155657018389	0.2786049924872968	150
chr1-189961324-189961378	1.4148708992810861	0.33234939177960654	150
chr1-191720947-191720989	1.3890945026206731	0.276090876858147	150
chr1-192184351-192184394	1.39441035044533	0.28661032461284225	150
chr1-19252242-19252646	1.3937879068685521	0.2890887654628469	150
chr1-192764998-192765050	1.4237724756886858	0.355828721582802	150
chr1-192802767-192802802	1.389799508383934	0.27888375837620966	150
chr1-193555585-193555642	1.392410331084532	0.28615464988711037	150
chr1-193686967-193687006	1.3928058688006535	0.2878608204424078	150
chr1-193831512-193831558	1.3959286763311394	0.276090876858147	150
chr1-19387806-19387951	1.3904493646158633	0.2793416296556143	150
chr1-195894089-195894133	1.406920799109352	0.31625433990077356	150
chr1-196607389-196607415	1.3910061881322093	0.2767762610206646	150
chr1-196663085-196663121	1.3904493646158633	0.2793416296556143	150
chr1-197296221-197296262	1.390144949755896	0.2794507948305276	150
chr1-197323940-197323985	5.055662933321008	0.8419455610612424	150
chr1-197500516-197500585	1.3939780723925501	0.2867424713199942	150
chr1-197728090-197728117	1.3904493646158633	0.2793416296556143	150
chr1-197759356-197759382	1.3890945026206731	0.276090876858147	150
chr1-197911686-197911731	1.389799508383934	0.27888375837620966	150
chr1-197997288-197997328	1.3907155657018389	0.2786049924872968	150
chr1-198086760-198086785	1.390144949755896	0.2794507948305276	150
chr1-198179871-198179900	1.3909244610819098	0.2825144637762906	150
chr1-19835241-19835272	1.3926922219796636	0.2794429888600684	150
chr1-198466491-198466556	1.3909457241252854	0.27727295063084845	150
chr1-198582266-198582300	1.3904493646158633	0.2793416296556143	150
chr1-198752933-198752979	1.3998996833051296	0.2960448806478677	150
chr1-19887767-19887813	1.3904493646158633	0.2793416296556143	150
chr1-199440186-199440238	1.414273065522088	0.33967923051160953	150
chr1-199531628-199531716	1.3909457241252854	0.27727295063084845	150
chr1-199869349-199869374	1.390144949755896	0.2794507948305276	150
chr1-20019657-20019693	1.3904493646158633	0.2793416296556143	150
chr1-200289917-200289971	1.390144949755896	0.2794507948305276	150
chr1-200347947-200347995	1.389799508383934	0.27888375837620966	150
chr1-200352221-200352249	1.3910061881322096	0.27677626102066466	150
chr1-200457000-200457027	2.000981131988702	0.8533780391299363	150
chr1-200457030-200457068	1.389799508383934	0.27888375837620966	150
chr1-201216722-201216747	1.3890945026206731	0.276090876858147	150
chr1-201316230-201316323	1.4040952143612238	0.3091898768332258	150
chr1-201405043-201405079	1.3907155657018389	0.2786049924872968	150
chr1-20200572-20200664	1.3904493646158633	0.2793416296556143	150
chr1-202222923-202222951	1.3904493646158633	0.2793416296556143	150
chr1-202953783-202953838	1.390144949755896	0.2794507948305276	150
chr1-202954342-202954367	1.3918461023090802	0.2822373834839179	150
chr1-203655794-203655839	1.3919278217097384	0.28365068856753756	150
chr1-203673595-203673626	1.390144949755896	0.2794507948305276	150
chr1-203720986-203721055	1.3904493646158633	0.2793416296556143	150
chr1-203890216-203890245	1.389799508383934	0.27888375837620966	150
chr1-203983039-203983065	1.390144949755896	0.2794507948305276	150
chr1-204003385-204003412	1.3910061881322093	0.2767762610206646	150
chr1-204154030-204154055	1.3909457241252854	0.27727295063084845	150
chr1-204381175-204381207	2.185760002482415	0.916855280542512	150
chr1-20454621-20454651	1.3890945026206731	0.276090876858147	150
chr1-204565338-204565363	1.3890945026206731	0.276090876858147	150
chr1-204662172-204662262	1.389799508383934	0.27888375837620966	150
chr1-204830206-204830233	1.390144949755896	0.2794507948305276	150
chr1-205176883-205176930	1.390144949755896	0.2794507948305276	150
chr1-205202062-205202098	1.3907155657018389	0.2786049924872968	150
chr1-205617389-205617469	1.3917236068041692	0.28511258222020175	150
chr1-206533152-206533179	1.3904493646158633	0.2793416296556143	150
chr1-206719390-206719454	1.3894094427730124	0.2775710989487154	150
chr1-206803726-206803760	1.3890945026206731	0.276090876858147	150
chr1-207215894-207215926	1.390144949755896	0.2794507948305276	150
chr1-207230647-207230673	1.3910061881322096	0.27677626102066466	150
chr1-207360457-207360571	1.3907155657018389	0.2786049924872968	150
chr1-207694295-207694338	1.3904493646158633	0.2793416296556143	150
chr1-207910824-207910870	1.3933534743259621	0.28411036604775997	150
chr1-208440810-208440838	1.3910061881322093	0.2767762610206646	150
chr1-20877142-20877173	1.3904493646158633	0.2793416296556143	150
chr1-208918123-208918157	1.392032122086782	0.2850136586984713	150
chr1-209019850-209019903	1.390144949755896	0.2794507948305276	150
chr1-209025912-209025938	1.3907155657018389	0.2786049924872968	150
chr1-209177926-209177953	1.3894094427730124	0.2775710989487154	150
chr1-209315540-209315567	1.3907155657018389	0.2786049924872968	150
chr1-20952457-20952683	1.39441035044533	0.28661032461284225	150
chr1-20996357-20996397	1.3904493646158633	0.2793416296556143	150
chr1-209969973-209970022	1.3907155657018389	0.2786049924872968	150
chr1-209980240-209980265	1.390144949755896	0.2794507948305276	150
chr1-210342566-210342596	1.3918896362409965	0.2828678330277517	150
chr1-210390271-210390515	1.3910061881322093	0.2767762610206646	150
chr1-210559561-210559600	1.3931622925065847	0.28885766755744946	150
chr1-21076815-21076872	1.390144949755896	0.2794507948305276	150
chr1-211208578-211208608	1.390144949755896	0.2794507948305276	150
chr1-211445954-211445981	1.3910061881322096	0.27677626102066466	150
chr1-211482003-211482041	1.3890945026206731	0.276090876858147	150
chr1-212009149-212009182	1.3904493646158633	0.2793416296556143	150
chr1-212023556-212023583	1.389799508383934	0.27888375837620966	150
chr1-212224784-212224828	1.3930073380537362	0.2858716917654017	150
chr1-21270467-21270534	1.390144949755896	0.2794507948305276	150
chr1-213326622-213326692	1.3910061881322093	0.2767762610206646	150
chr1-213601914-213601957	1.3909244610819098	0.2825144637762906	150
chr1-213739780-213739834	1.3951525410798458	0.28828637696660875	150
chr1-213807217-213807256	1.3982813924084139	0.29763110420077166	150
chr1-214250032-214250071	1.390144949755896	0.2794507948305276	150
chr1-214283647-214283695	1.390144949755896	0.2794507948305276	150
chr1-215041922-215041948	1.393353474325962	0.28411036604775985	150
chr1-21517668-21517695	1.3931245241666472	0.2813430196278162	150
chr1-215569025-215569061	1.3890945026206731	0.276090876858147	150
chr1-215800717-215800869	1.394736491423089	0.28699141308038423	150
chr1-215944921-215944966	1.3910061881322096	0.27677626102066466	150
chr1-216013505-216013537	1.3907155657018389	0.2786049924872968	150
chr1-21675263-21675296	1.3890945026206731	0.276090876858147	150
chr1-217053646-217053676	1.3894094427730124	0.2775710989487154	150
chr1-217106061-217106088	1.3910061881322093	0.2767762610206646	150
chr1-21713458-21713569	1.3904493646158633	0.2793416296556143	150
chr1-217253971-217254037	1.3910061881322093	0.2767762610206646	150
chr1-21744985-21745065	1.390144949755896	0.2794507948305276	150
chr1-217497112-217497200	1.3910061881322093	0.2767762610206646	150
chr1-218404474-218404499	1.389799508383934	0.27888375837620966	150
chr1-21853502-21853539	1.3938353526788767	0.2893222005007313	150
chr1-21931267-21931577	1.3894094427730124	0.2775710989487154	150
chr1-220084491-220084516	1.389799508383934	0.27888375837620966	150
chr1-220095518-220095573	1.4250719734081525	0.359159761437864	150
chr1-220100980-220101043	1.389799508383934	0.27888375837620966	150
chr1-22021065-22021100	1.3907155657018389	0.2786049924872968	150
chr1-220873055-220873084	1.3890945026206731	0.276090876858147	150
chr1-221363030-221363057	1.3919278217097384	0.28365068856753756	150
chr1-221697528-221697679	1.389799508383934	0.27888375837620966	150
chr1-221697574-221697635	1.3907155657018389	0.2786049924872968	150
chr1-221703670-221703737	1.3897995083839343	0.27888375837620977	150
chr1-222182073-222182142	1.3890945026206731	0.276090876858147	150
chr1-222340012-222340040	1.3909244610819098	0.2825144637762906	150
chr1-222662707-222662759	1.390144949755896	0.2794507948305276	150
chr1-223491176-223491211	1.390144949755896	0.2794507948305276	150
chr1-223671769-223671828	1.390144949755896	0.2794507948305276	150
chr1-22374782-22374807	1.3904493646158633	0.2793416296556143	150
chr1-22381414-22381464	1.3967097056577646	0.290868922486982	150
chr1-224102741-224102802	1.392436487367092	0.2801818417161096	150
chr1-224107869-224107907	1.3907155657018389	0.2786049924872968	150
chr1-224112254-224112280	1.3910061881322093	0.2767762610206646	150
chr1-224199392-224204255	3.535571680736652	0.8727348354060755	150
chr1-224289417-224289469	1.3907155657018389	0.2786049924872968	150
chr1-224651475-224651511	1.3907155657018389	0.2786049924872968	150
